b'id',b'handle',b'message',b'location',b'polarity'
,,,,
b'4497',b'GreatOogly',"b'@MartinLDennison @FanofKahne @CAgovernor Interesting food for thought!  This depends on interpretation, tradition and source (such as Exodus or Deuteronomy).  The Septuagint, for example, has ""Thou Shall Not Kill"" as six, and is followed by Orthodox Christians, Reformed and I believe the Talmud. (1/?)'",b'A place with a lot of books.',0
,,,,
b'4498',b'Ddeliverer1',"b""Buhari is likely to have a presidential media chat on Monday. @MBuhari @FemAdesina. The insults from  @MaziNnamdiKanu and IPOB is too much. So on Monday Buhari is proving y'all wrong. Get ready!!""",b'Nigeria',0
,,,,
b'4499',b'Fearles_Biafran',b'Nnamdi Obi Biafra is dying in Prison. @MaziNnamdiKanu You are jubilating about Orji Uzor Kalu release. Nna you have lost it all. @MaziEmmaOgbonna @MaziEdeh @IPOB_LONDON @radiobiafralive https://t.co/areduQi6lN',"b'Agbor, Nigeria'",0
,,,,
b'4500',b'I_Am_marwa',"b'Gov Zullum of borno is has asked the Covid-19 task force in borno to profile all the almajiri schools, with a view of creating a data base.\n\nThis is why we love smart Governors whether in APC, PDP or FOOLSPP.'",b'Nigeria',0
,,,,
b'4501',b'Tori_Nigeria',b'Coronavirus Strikes 10 Nigerians Dead In One Day  https://t.co/7mmyreSnph',"b'Lagos, Nigeria'",0
,,,,
b'4502',b'Travellarh',b'@ATasteOfAfrica7 Biafraud with hatred are 5&amp;6. https://t.co/J2p9iseXd7',"b'Whitehorse, Yukon'",0
,,,,
b'4503',b'Derek74399105',"b'@OgaNlaMedia Is it about the person here or an organisation?? You and I know ...FRCN won\xe2\x80\x99t allow such on their platform.. Dude, I don\xe2\x80\x99t want to talk about this issues ..because it\xe2\x80\x99s a dead talk , Nigeria is not a land that allow justice to reign'",b'Nigeria',0
,,,,
b'4504',b'ab5d8cb4414b404',b'Zoo Nigeria British Uk Cowardice Government Is Really Comfrim Over And Evil Nation And A Highest Quality Fake Nation And A Biggest Joke And Must Go Down And Aka Buhari Jubril Impostor Must Go To Jail https://t.co/Nemk7rNXZx',b'',0
,,,,
b'4505',b'NwaujuK',b'@MaziNnamdiKanu @StateDept @EUinNigeria @UN_SPExperts @SilentNigeria @UKinNigeria @USEmbassyAbuja @nassnigeria @10DowningStreet @HouseofCommons @UKHouseofLords The zoo Nigeria must fall',b'',0
,,,,
b'4506',b'ab5d8cb4414b404',b'Holy Holy Holy Mazi Nnamdi Kanu Is Another Saviour Holy Holy\nYes Ooo My Great Able Supreme Leader Mazi Nnamdi Kanu\nZoo Nigeria British UK Cowardice Government Is Really Comfrim Over And Must End Now\nGreat Biafra Nation The kingdom Of Elohim Chukwu Okike Abiama Have Come To Stay https://t.co/ydGnQVbEb2',b'',0
,,,,
b'4507',b'franknd13',"b'@NwokeJosephchi1 Corona virus is not active like killings of Fulani herdsmen in original zoo in Nigeria, l don\xe2\x80\x99t know why white peoples are not saying anything about it or does it mean we are meant to be killed like cow meat in our own land Biafra, is there any justice for the murders of our fami'",b'',1
,,,,
b'4508',b'MarkHones3',b'@MaziNnamdiKanu @AgnesCallamard @UN @StateDept @DailyPostNGR Nigeria is A Zoo',b'',0
,,,,
b'4509',b'Salaude18476548',b'@theokohman Not only igbos.. This can kill anyone',b'',1
,,,,
b'4510',b'Viktorbiafra',"b'@MaziNnamdiKanu @IPOB_LONDON @csmonitor @Stand_Nigeria @SecPompeo @StateDept I am still surprised that on daily basis facts keep surfacing about the genocide run against Christians in Nigeria. \nAnd the world leaders and men of note are still adamant and quiet.And I will love to ask, until when will they act to put an end to this wickedness?\n@UN @StateDept'",b'',0
,,,,
b'4511',b'MrBenjaminUche',"b'Ohanaeze in #ZooRepulicOfNigeria is banned, if they think we #IPOB is joking they should hold a public gathering.\xf0\x9f\x94\x94\n\nMazi Nnamdi Kanu [Leader of #IPOB]\n\n@MrBenjaminUche \xf0\x9f\x9a\xb6\xf0\x9f\x8f\x83 https://t.co/nCoRvo3xMm'",b'Gabon',0
,,,,
b'4512',b'nokiathings',b'5G performance - You ain\xe2\x80\x99t seen nothing yet! by Arne Schaelicke https://t.co/hEZjl2Wygd @nokia',b'',0
,,,,
b'4513',b'sonofbiafra',b'@TheViralTrendz @ATasteOfAfrica7 Animal kingdom zoo called Nigeria',b'Israel ',1
,,,,
b'4514',b'ChiomaLoveKanu',"b""The #IPOB  recently submitted documentation on #HumanRighs abuses against #Biafrans in #Nigeria to @AgenesCallamard of @UN. The statedept and int'I community must ACT Now to foster a safe &amp; inclusive environment for\xe2\x80\xa6 https://t.co/6Ft22GV1Kd""",b'',0
,,,,
b'4515',b'leonadastra',b'@jaskaul John Arne riise over ashley Cole \xf0\x9f\xa4\xa6\xf0\x9f\x8f\xbc\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f\xf0\x9f\x98\x82 no Giggs or Raul aswell',b'Birmingham',0
,,,,
b'4516',b'1ofLand',"b'@MaziNnamdiKanu @JohnCampbellcfr @BorisJohnson @johnprescott @EUinNigeria @USIP @USEmbassyAbuja @UKinNigeria @BBCAfrica @DailyPostNGR @vanguardngrnews Iseeee,iseeeee,iseeeee the zoo Nigeria most fall down flat in no distance time'",b'',0
,,,,
b'4517',b'Intergrity56',b'@Bubblybee_Chi Almajiri syndrome. You know male children are on the streets begging.',"b'USA, Nigeria,United Kingdom '",0
,,,,
b'4518',b'sonofbiafra',b'@von_Bismack @Amaka_Ekwo @PoliceNG @PoliceNG_CRU Animal kingdom zoo called Nigeria',b'Israel ',1
,,,,
b'4519',b'Nedu316',"b'\xe2\x80\x9cFestus Keyamo the idiot freedom fighter wey be thief, wey dey follow Buhari government dey chop now. That stupid idiot, that useless fool. This motherf*cker was a fake activist\xe2\x80\x9d \n\n- Eedris Abdulkareem https://t.co/dYrRtIZ9dn'",b'Lagos',0
,,,,
b'4520',b'GabosskeyUche',b'@TheViralTrendz You can now see why will call Nigeria a Zoo and why we want BIAFRA \xf0\x9f\x98\xa2\xf0\x9f\x98\xa2\xf0\x9f\x98\xa2',b'',1
,,,,
b'4521',b'Yakbel',"b""@AJEnglish Where's IPOB? @MaziNnamdiKanu what are they doing?""","b'Federal Capital Territory, Nig'",0
,,,,
b'4522',b'ma_ferg70',"b'@AfrDiasporaNews Just like God is real, Satan the enemy is very real. These people are NOT Christians. Therefore they are not serving God, but instead the enemy. Scripture clearly states THOU SHALL NOT KILL.'","b'New York, NY'",0
,,,,
b'4523',b'PrinceNnejiEmm1',"b'@MaziNnamdiKanu @JohnCampbellcfr @BorisJohnson @johnprescott @EUinNigeria @USIP @USEmbassyAbuja @UKinNigeria @BBCAfrica @DailyPostNGR @vanguardngrnews Nigeria must fall, the zoo has come to the end of the road. Biafra must come for humanity to see light.'",b'',1
,,,,
b'4524',b'D_veracity',b'@ShehuSani Almajiri issue can only be solved when the north limit the number of wives and children to financial capability. When a man with a salary less than 100k is married to 3+ wives and has 12+ children almajiri is inevitable',"b'Lagos, Nigeria'",0
,,,,
b'4525',b'AkaraUkaha',"b""@OfficialyHaruna @MaziNnamdiKanu @AFP @SkyNews @FoxNews @SilentNigeria @TimesofIsrael @WSJ @SecPompeo @ChrisCoons @GuardianNigeria @RidgeOnSunday Only a blind minded fool would never notice the effects that Mazi. Nnamdi Kanu's expositions of the impostor Jubril Al'Sudani has on the zoo(nigeria). The zoo is now bereft of all forms of,respect or self worth as a result of Biafrans constant attacks on the zoological republic.""",b'',0
,,,,
b'4526',b'NwaujuK',b'@MaziNnamdiKanu @AFP @SkyNews @StateDept @EUinNigeria @USEmbassyAbuja @UKinNigeria @10DowningStreet @daily_trust @DailyPostNGR @IDF The zoo Nigeria must fall',b'',1
,,,,
b'4527',b'dilyfrank1',"b'FEMI ADESHINA Take his Stylistic way Tell MAZI NNAMDI KANU the Leader of  BIAFRA IPOB, that  Buhari  broadcast on 25th April is a Recorded one  at the same time that Nigeria dont have a president anymore and again  Nigeria is Tissue paper, not a zoo what a shame. @UN @NGRSenate'",b'',0
,,,,
b'4528',b'DYarbawa',b'@MrOkeke_ Idiotic pig \xf0\x9f\x90\xb7 of Biafraud spotted',b'',0
,,,,
b'4529',b'YashimsDave',"b""I'd be naive to ever think the Northern leaders will want to end the Almajiri system. https://t.co/s43tKdOAey""","b'Abuja, Nigeria'",0
,,,,
b'4530',b'DaddyteeHassan',b'IPOB Messiah being slammed https://t.co/Fdb0dHbXKJ',b'Lagos',0
,,,,
b'4531',b'Chidimm85106131',b'@TundeEdnut All this news about covid 19 is not real just take a look at the video that China recorded and  USA the same  thing Nigeria  are just showing cases without video or even photo of the people in hospital or even the dead bodies we are just copying and pesting',b'',0
,,,,
b'4532',b'JohnsonMazi',b'Central bank of zoo Nigeria https://t.co/8GjvBO9HCM',"b'Enugu, Nigeria'",0
,,,,
b'4533',b'Mgbanuchukwu',"b'We say no to Almajiri with covid19 in our land,take them to China https://t.co/drCd3qzz6v'",b'',0
,,,,
b'4534',b'Mkpumachinonso',b'#Nigeria is going through a process that will implode the current structure/sovereignity of this unfortunate entity. #TheZooCalledNigeria has an endless record of human right abuse reported from 1965 till this very day. #FreeBiafra now!!! https://t.co/qSic6MIgJh',"b'Enugu, Nigeria'",0
,,,,
b'4535',b'ma_ferg70',"b'@iadosky @SandyDarity Just like God is real, Satan the enemy is very real. These people are serving the enemy, not God. God is not in their hearts because if he were they would NEVER have killed. Scripture clearly states THOU SHALL NOT KILL. These people are NOT Christians.'","b'New York, NY'",0
,,,,
b'4536',b'Consciencewith1',b'Orji Uzo Kalu U must do the needful for Biafrans through ipob now Dat Ur free but if U think it was Ur lawyers or Ur political connections got U the freedom then U will live to regret Ur actions it is only the Biafrans behaves foolishly just to be accepted where they will never B https://t.co/ZhUGymTpvJ',b'',0
,,,,
b'4537',b'kingsleybiafran',"b'\xe2\x80\x9cOhanaeze is banned, if they think we are joking they should hold a public gathering\xe2\x80\x9d.\n~~~~\nMazi Nnamdi Kanu [Leader of IPOB]'","b'Los Angeles, CA'",0
,,,,
b'4538',b'victoranumba',"b""@john_danfulani @adamugarba All the rich people in North don't send their children to the Almajiri system. The encourage the poor to do so thereby denying them education so they don't become smart to challenge their stealing in Govt .""",b'NIGERIA',0
,,,,
b'4539',b'jexuxboi',"b'Most importantly, where is the man that calls himself the president of Nigeria? Is he dead or has he suddenly gone mute? \nThis country is becoming something else and the most troubling thing is that the citizens seems not to care, moving about as if everything is okay.'",b'Small Heaven. ',1
,,,,
b'4540',b'jexuxboi',"b'Why is there a massive influx of Almajiri to the South, particularly, the South East from the North at a time like this? What is really their plan? Is there a hidden agenda to spread Covid-19 in the South? \nWhat is going on in this country called Nigeria? What is really going on.'",b'Small Heaven. ',1
,,,,
b'4541',b'atndaily',"b'Almajiranci is a system of Islamic education practiced in northern Nigeria. A young boy who is taught within this system is called Almajiri, and a young girl schooling in the system is called Almajira. It is a system that encourages \nRead More: https://t.co/NEvtlHyp4n'","b'New York, USA'",0
,,,,
b'4542',b'StanleyEzechuk2',b'Biafrans need freedom from the Zoo called Nigeria. https://t.co/UwH1XDT17I',b'',0
,,,,
b'4543',b'chrischibyke1',"b'Do not sell the truth to buy temporary happiness,,, this message goes to our Eastern political leaders,,, the time to support IPOB to restore our dear land Biafra is now. Orji Uzo Kanu support Biafra restoration now. https://t.co/GVXGpEaggm'","b'Community of Madrid, Spain'",0
,,,,
b'4544',b'MikeRGlover1',"b'@MaziNnamdiKanu @JohnCampbellcfr @BorisJohnson @johnprescott @EUinNigeria @USIP @USEmbassyAbuja @UKinNigeria @BBCAfrica @DailyPostNGR @vanguardngrnews the zoo(Nigeria) government should bear it in their mind that ""Nigeria is not one"" and it can never be, every right thinking person should know  that Nigeria is gone and can never be back again.'",b'',0
,,,,
b'4545',b'IpobLagos',"b'@MaziNnamdiKanu @JohnCampbellcfr @BorisJohnson @johnprescott @EUinNigeria @USIP @USEmbassyAbuja @UKinNigeria @BBCAfrica @DailyPostNGR @vanguardngrnews You are the supreme servant of the most high God, i blv you one ndu. Under your leadership of IPOB there shall be no zoo called Nigeria again'",b'',0
,,,,
b'4546',b'GeeNimius',"b'Scott Lively, the man who funded and fomented the fatal Kill the Gays movement in Uganda, tells followers to create an Underground Railroad for Christers to escape from the emerging Beast government https://t.co/r9snAQKswF'","b'Gehenna, PA'",0
,,,,
b'4547',b'5Gbruhaha',"b'@MaziNnamdiKanu @AgnesCallamard @UN @StateDept @DailyPostNGR #IPOB think the zoo can fall just by pen and paper the way Cameroon had Bakasi. Wakeup from your slumber. Either you take arms and confront the zoo which I believe the animals in the zoo will crush you. Until Catalan is declare independent state else, keep dreaming.'",b'',1
,,,,
b'4548',b'agbairaphael',b'@CNN but you are yet to go to #BIAFRA in #NIGERIA to report all the killing of #IPOB #NNAMDI KALU members',b'',0
,,,,
b'4549',b'CKingPeter1',b'Just look at this country called Nigeria is really a zoo is a zoo country',"b'Melaka, Malaysia'",1
,,,,
b'4550',b'witeken',b'Reader feedback on TSMC/Intel process leadership article. Be sure to post this back in the forums so the people I reply to would see it.\nhttps://t.co/jWcLBrQ098',b'',0
,,,,
b'4551',b'taiwolabode',b'IPOB Zidane dey always tear my head. https://t.co/fFTYKT8shz',b'49th Street.',0
,,,,
b'4552',b'maxvayshia',"b'Aliko Dangote on the timeline, Almajiri Kano in the DMs.'","b""Devil's Abattoir, Helm's Deep.""",0
,,,,
b'4553',b'AdelajaAdeoye',"b'No matter how displeased we are about the situation of Nigeria, we should never call or join those calling the country a Zoo. The situation here can be very frustrating, still this is the only country we have, we must keep working on how to make it better.'","b'Abuja, Nigeria'",0
,,,,
b'4554',b'swaggeraun',"b'@an_angry_birdie @Igbo_Speaker @ShehuSani Just get rid of Ndi Ayiyos from your region and only do you have the moral right condemn us for failing to  address almajiri issue, until then, have a nice day'",b'',0
,,,,
b'4555',b'vumatel',b'@ArneSchreuder1 @MWEBTweets Hi Arne \nThank you so much for the feedback.',"b'Johannesburg, South Africa'",0
,,,,
b'4556',b'Idumejiofor',"b""Ebonyi State government receiving Almajiri's into the state, in contravention of interstate ban imposed by FG. As at this morning, about 1000 Almajiri's from Kano have been escorted into the state capital. This has exposed  Ebonyians  to the  dreaded \nCorona virus. #Ebonyiarise""","b'Port Harcourt, Nigeria'",0
,,,,
b'4557',b'EkpereNwankwo',b'@MaziNnamdiKanu Is The Man Of The Moment! #BiafraIsHere! #BiafraExit #IPOB',b'',0
,,,,
b'4558',b'IbehEngr',"b'@Amaka_Ekwo @NGRPresident Almajiri is not in our culture at all . The Muslim call them knowledge seekers . I learnt they are children deliberately sacrificed in search of knowledge as a consequence of there parents  sin when they were young . In the east , such is not practiced and will never be .'",b'',0
,,,,
b'4559',b'arcandros',"b'@EmmaBostian @arne_mertz got there first (the d*\'s are ""because"") as I was gonna suggest switching to deepL but then I went to check and it makes exactly the same error. wtf?\n\nGo old school: Duden, my dear :D'",b'Europe',0
,,,,
b'4560',b'alabiopeyemiola',b'You are happy a frog won a Twitter contest the same way atiku won online &amp; how ordinary almajiri slap won u on the street that landed u in Dubai hospital\nComparing PMB to a FROG really shows how deep ur Stupidity is &amp; now I can confirm you lack wisdom knowledge and understanding https://t.co/wmdVrMylOm',"b'Lagos, Nigeria'",0
,,,,
b'4561',b'jonathanhayash',"b'Christians should expect to suffer since Christ suffered. \n\nUngodly people may bring temporary pain and suffering upon God\xe2\x80\x99s people and they may even kill them. \n\nBut at the resurrection, Jesus\xe2\x80\x99 true followers will live with God, forever free from all evil and suffering.'","b'St Louis, MO'",0
,,,,
b'4562',b'alabiopeyemiola',b'@adeyanjudeji You are happy a frog won a Twitter contest the same way atiku won online &amp; how ordinary almajiri slap won u on the street that landed u in Dubai hospital\nComparing PMB to a FROG really shows how deep ur Stupidity is &amp; now I can confirm you lack wisdom knowledge and understanding',"b'Lagos, Nigeria'",0
,,,,
b'4563',b'MikeRGlover1',b'@MaziNnamdiKanu @AgnesCallamard @UN @StateDept @DailyPostNGR All the zoo media is waiting for nnamdi kanu to report before they write their rubbish. I think nnamdi kanu and ipob is winning the war gradually is just a matter of time.thank you sir.',b'',0
,,,,
b'4564',b'Ralfson1',"b""Biafra Today: FG hiring faceless groups to defend self against our leader's expositions, a sign of total defeat - IPOB https://t.co/gHbGKowgIe""",b'Moscow',0
,,,,
b'4565',b'ChukwudubemIgb1',"b'@MrSomtoOkonkwo Blessed is the womb that give birth to You My Messiah Lord Mazi Nnamudi Kanu the Supreme Leader of IPOB Family Worldwide the Mouth Speak of Black race in this Planet Earth,the chosen one from Above, You have Come that Light May Be in African Continent again, Biafra is a Spirit! https://t.co/PYZvxTCyiC'","b'Canicatt\xc3\xac, Sicilia'",0
,,,,
b'4566',b'AOFAMIYESIN',"b'BTW, my thinking about all these so called Abacha loot, all those money could not have been looted by him alone, part of them belong to some other politicians who are still alive but because their is no case against the dead and our leaders not wanting... #AbachaLoot\n#Nigeria\n1/'",b'ALL OVER THE WORLD!',0
,,,,
b'4567',b'Alexandra0306',"b""#NigerianChristiansGenocide\nPrayers in Kaduna Nigeria Breaking News \n@SecPompeo @Pontifex @VaticanNews @OpenDoors @PersecutedSave @persecutionnews \n@MBuhari hostage Boko Haram  you can' t kill 100 millions NG Christians\n@IntlCrimCourt your end 4 Genocide @hrw @StudyOfGenocide https://t.co/NknKNu0CwL""",b'Italy',0
,,,,
b'4568',b'jonotabot_',"b'Astonishingly stupid New York Times, blames Hindu caste system for discrimination against Christians in Pakistan. And these assholes think we believe them!?\xf0\x9f\x98\xb3\xf0\x9f\x96\x95 https://t.co/6zVv3GdALY'",b'Planet Earth',0
,,,,
b'4569',b'SadiqMusalawan3',b'@north_trends @CephasAdedayo @Sadiya_farouq Almajiri how much they pay you',b'Nigeria',0
,,,,
b'4570',b'NkemnemeO',"b""@MobilePunch Nigeria is a joke, a very big one ' the zoo of Africa""",b'',1
,,,,
b'4571',b'UcheAmajuoyi',b'@EmekaGift And it shall continue like that Nigeria by name is a contraption or zoo country also #ToiletTissuePaper country',b'',0
,,,,
b'4572',b'solite7',"b""@AmamaBenn 20k by May ending?? That means we're lucky. The ways it's going now, Nigeria will hit 4 digits very soon on daily basis, that's if we upgrade our testing capacity and the State Governors become sincere. Covid-19 is massively spreading. These Almajiri are helping the spread.""",b'Nigeria',0
,,,,
b'4573',b'MillionFaults',"b""@call_me_metal @Emekaclems222 @delord07 @MaziNnamdiKanu @GovWike @radiobiafralive @USEmbassyAbuja @UKinNigeria @DailyPostNGR @daily_trust The thing is, they're not returning alone. They are coming with friends and cousins as well. All of them that left Abuja last 6 weeks, are back and they even came back with more of their people. For the first time, I see Almajiri in Mabushi.""",b'Nigeria',0
,,,,
b'4574',b'Amyedeh',"b'@pyjama_ceo @vp_fund @kola_aina @asemota Exactly dead on arrival, with Nigeria the idea has to fit into our multiple complexities, our issues plenty, even solution go work very hard to reach everyone. I just tire. \xf0\x9f\x98\x94\xf0\x9f\xa4\xaa\xf0\x9f\xa4\xaa make I just chop food, dance and sleep jare. Will continue my strategy drafting later\xf0\x9f\xa4\xa6\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f'","b'Abuja, Nigeria'",0
,,,,
b'4575',b'kapset',b'@ippatel Stupid BJP wale think being communal is a bad word.\nMuslims are communal and so are Christians. We voted for communal BJP.',"b'Model Town, DG Khan, Pakistan '",0
,,,,
b'4576',b'Amaka_Ekwo',b'Why is the North sending their useless Almajiris to the South?\n\nThe Almajiri culture is alien to the South of Nigeria.\n\nOf what use are Almajiris!\n\n#UselessAlmajiris\n\n\xe2\x81\xa6\xe2\x81\xa6@NGRPresident\xe2\x81\xa9\n\nCOVID-19: truckloads of Almajiris https://t.co/7wsi57iEKc',b'',0
,,,,
b'4577',b'SoloWize13',"b""@ShehuSani I heard Almajiri's are the pride of the north. Nonsense""","b'Lagos, Nigeria'",0
,,,,
b'4578',b'_Theeagleseyes',b'Nigeria: Ten patients Dead Of Covid-19 In One\xc2\xa0Day https://t.co/2WG5YQyf6Q',b'',0
,,,,
b'4579',b'mazinwakamma',"b'He is the Supreme Leader of the indigenous people of #Biafra #IPOB. Our relentless pursuit of freedom will final sink #TheZooCalledNigeria. Under his command, we\xe2\x80\x99re not going to stop until our mission on earth is achieved. We\xe2\x80\x99re proud of what we\xe2\x80\x99ve achieved so far,which is BIAFRA https://t.co/4Psvd1fGI5'",b'Biafra',1
,,,,
b'4580',b'tobyjude58',b'A serious concern. We are appealing to @MaziNnamdiKanu @mefonna @cedoziemm to organise a contingent of monitoring team to inspect all trucks entering Biafraland henceforth. The rate the almajiris are trooping into Biafraland is alarming and need serious attention. #IPOB act now. https://t.co/WX4wnU5AEj',b'',0
,,,,
b'4581',b'mociuwu',b'@baektiv Arne 03l',b'',0
,,,,
b'4582',b'Shantan79082731',"b""@IbnEAda25935343 @AJEnglish My My entire world is suffering from Radical Islamic terrorism. Muslims are fighting everywhere either with Christians or Hindus or Buddhist or if no one; then they kill each other . Why don't you people rectify your radical Islamic texts. \xf0\x9f\x91\x87\xf0\x9f\x91\x87 https://t.co/TXo9xlryPa""","b'Patna, India'",1
,,,,
b'4583',b'ChukwudubemIgb1',"b""@MrSomtoOkonkwo @FemAdesina The only way out is Peaceful Disintegration of the Zoo called Nigeria to Save over 200 million Life's been holding Hostage before things gets out of hand because the Zoo called Nigeria is over do 4 Disintegration,Revolution, Revolution,Revolution is fast Loading We're Unstoppable https://t.co/g6nXSu1NVh""","b'Canicatt\xc3\xac, Sicilia'",1
,,,,
b'4584',b'k_yasmin07',"b""@flipkartsupport No I have been contacted enough. N no resolution has been given. You'll Arne the pick up whenever you'll want. I want my refund first. Why should I keep waiting for my refund because of you'll delaying pick up 4 times""",b'Mira rd',0
,,,,
b'4585',b'ChuzeeBonano',"b""@Stephengreat19 @Amaka_Ekwo @MaziNnamdiKanu @UN @realDonaldTrump @FoxNews I schooled in DSC in the 80's -- and I can confirm that DSC is NOT on Biafra land. It was Bendel State, then later became Delta State. You Ipob folks are becoming annoying to us easterners.""",b'All States',0
,,,,
b'4586',b'udokakristian',b'Almajiri System:\nUp pics: Goodluck Jonathan is a wicked man\nDown Pics: Muhammad Buhari loves them more https://t.co/pFa7TeX9pn',"b'Bergen County, NJ'",0
,,,,
b'4587',b'Jidejay_',b'@2get2you @centronob @MaziIbe_ Boss\nAm not gonna be a heated convo on here..try reading my earlier tweet again and understand me..... Nigeria is not a Zoo\nThat police is may be irresponsible quite alright but\nI said what i said',b'',0
,,,,
b'4588',b'MathiasBSI',b'@YourSauceGirl1 @lurrenz2015 @shittu10 @MBuhari You must be an IPOBIAN or BIAFRAUD. Guess what?  I am not surprise',b'Nigeria',0
,,,,
b'4589',b'AkhY_Herpheez',b'Hello goat \xf0\x9f\x90\x90\nI saw your tweet this morning on hausa/fulani and almajiri because you are pained that #KadunaVsKano is trending for fun and unity between them while Akwa ibom and enugu are killing them selves for hatred and enmity.\nOk one of the Almajiri will help you correct your https://t.co/QYWTuD8kn7',"b'Kebbi state, Nigeria'",0
,,,,
b'4590',b'christ4lifeme',"b""@RealSolaKuti The little fulani dwarf who's evil is ten times taller than his size""",b'',0
,,,,
b'4591',b'agaji_alex',"b""@renoomokri @elrufai @GEJonathan The northerners use almajiri for so many different things both for rituals and spiritual. It is some thing they can't do without..""",b'Nigeria',0
,,,,
b'4592',b'OkoyesylvesterC',"b'#Please follow as you see this.\n\n@NigeriaGov /Northern Cabals are loading Fulani almajiri in truck/trailers,40ft containers sending them to #east ,they are probably contaminated,their plan is to kill easterners @MaziNnamdiKanu @MrSomtoOkonkwo @AfricaCheck @okafo_uche https://t.co/1uv6UCsmY0'","b'Lekki, Nigeria'",1
,,,,
b'4593',b'Adamazi201',"b""@mr_iykelopez Immoral act. Some of them , their home is like a living hell. Their so kids wish them dead. In fact, they will all end miserably.\nAs per IPOB leader, his deceit is a topic for another day. They wouldn't listen to advice from anybody but wants everyone to their biddings....""","b'Lagos, Nigeria'",0
,,,,
b'4594',b'EmmeEmma123',b'Covid-19 is bringing the revolution that kept @YeleSowore in prison for months.  Northern Governors are now willingly calling for abolishment of Almajiri practice in the region. \n\n#VirusWithTheWindOfRevolution',"b'Guyuk, Nigeria'",0
,,,,
b'4595',b'liliana47626882',b'Zoo county they have no Respect for a woman they have no respect for children they have no respect for old people I pity Nigeria for the day of Judgement https://t.co/23gR6Ffl56',b'',0
,,,,
b'4596',b'chideraa438',b'The worst mistake Nigeria made was to say that BUHARI is alive even when they know He is dead...\nYou can deceive one person at a time but not everyone at the same time...',b'',1
,,,,
b'4597',b'ademola4tgmail1',b'Why are our government no treat almajiri as a human being....but almajiri addede value to your vote to be in government house as a governor...why are  u hate them? .u are using them for election. Government should make provision for them',b'',0
,,,,
b'4598',b'Kasiemo34231043',b'@realDonaldTrump Mr President\nGood morning Sir. Please Sir \xf0\x9f\x99\x8f you have to look into my peoples problems at \xe2\x9c\x8b hand right now. We are no longer save as a nation \xf0\x9f\x98\xa2\xf0\x9f\x98\xad. We need freedom from this zoo country called Nigeria. Please you know is happening for us Biafra please help us',b'',0
,,,,
b'4599',b'MrSomtoOkonkwo',"b'@MaziNnamdiKanu @AgnesCallamard @UN @StateDept @DailyPostNGR The heralding of the sovereignty of Biafra will witness the liberation of many across the globe, that have been grappling over the years, with the bondage of slavery and impoverishment. @UN @StateDept The @NigeriaGov Needs To Be Held Accountable For The Killings Of Unarmed #IPOB'",b'\xf0\x9f\x87\xae\xf0\x9f\x87\xb1\xf0\x9f\x87\xba\xf0\x9f\x87\xb2',0
,,,,
b'4600',b'greatdennis01',"b'This bridge brings me nothing but great joy like I never had,it reminds me of so much,I know am home, a place where my my words are being respected,great strength and freedom.. Abagana by Enyi. Proudly IPOB \xf0\x9f\x92\xaf https://t.co/3f9vAZc0oA'",b'worldwide',0
,,,,
b'4601',b'arne_mertz',"b'@EmmaBostian Bad translation. It\'s more like ""why, why, why, because/therefore, because/therefore, and because/therefore"" ;)'","b'Hamburg, Germany'",0
,,,,
b'4602',b'tobyjude58',b'@MobilePunch Useless country. E-money is the next biafran millionaire that need to go down abi. The wickedness &amp; hatred against biafrans in the zoo Nigeria will consume you all. Where was this rifrat when E-money was doing menial jobs in Apapa? Where was he when E-money was a clearing agent?',b'',0
,,,,
b'4603',b'okolijude7',"b'@Abubakaryusha17 @AyoadehassanHa @ShehuSani U dnt see Southeastern states sending truckloads of kids to d north now, do u?.... we werent d ones who determined dt Almajiri system was d pride of the north... u guys did....please enjoy ur pride of the north in peace, we wont even fyt with u guys over it. Its all yours'","b'Lagos, Nigeria'",0
,,,,
b'4604',b'ademola4tgmail1',b'@BashirElRufai But almajiri addede value to your vote to be in government house as a governor......why u hate them now .....God will judge',b'',0
,,,,
b'4605',b'ismailadebola',"b""Aboki vs Almajiri\n\nSons and daughters of cows are also trending on bird platform, wonder shall never end\n\n#KadunaVsKano\n\nIf you come for me, I'll \xf0\x9f\x91\x87 https://t.co/F7CZDdl5S5""",b'Lagos Nigeria',0
,,,,
b'4606',b'ArneSchreuder1',b'@vumatel @MWEBTweets thank you so much the issue was resolved early yesterday morning when i tweeted thank you so much and thank you for the speedy service I appreciate everything Kind regards Arne',"b'Johannesburg, South Africa'",0
,,,,
b'4607',b'BiafraExodus',"b'@OAguyi @nwa_nne @MaziNnamdiKanu @_AfricanUnion @EUinNigeria @USEmbassyAbuja @10DowningStreet @SecPompeo @TimesofIsrael @netanyahu @PunchlineAfric @BBCAfrica @BBGAfrica If you are an original Biafran, then it\xe2\x80\x99s an unworthy task trying to sabotage IPOB. But the only way you can persuade Biafrans that you aren\xe2\x80\x99t working for the blood sucking DSS is to have your profile name and photo change. By this, you earn our trust.'",b'',0
,,,,
b'4608',b'raylubem',b'@john_danfulani @adamugarba Are his children among the Almajiri?',"b'Johannesburg, South Africa'",0
,,,,
